meter_number,poc_number,total_blank_periods,avg_monthly_units_over_blank_periods,std_monthly_units_over_blank_periods,last_blank_period_start,last_blank_period_end,last_blank_period_length,months_since_last_blank_period,total_units_before_last_blank_period,monthly_units_over_last_blank_period,longest_blank_period_start,longest_blank_period_end,longest_blank_period_length,months_since_longest_blank_period,total_units_before_longest_blank_period,monthly_units_over_longest_blank_period
14340769588,119122008395,5,1.627,0.5270825362312813,2021-08-31,2021-10-31,2,3,2.5,1.25,2020-12-31,2021-05-31,5,8,4.8,0.96
14340769604,119122008336,4,0.84375,0.2981060004427955,2021-05-31,2021-10-31,5,2,2.5,0.5,2021-05-31,2021-10-31,5,2,2.5,0.5
14340771931,119122008441,3,1.0388888888888888,0.963628687261634,2021-10-31,2021-12-31,2,1,4.8,2.4,2020-10-31,2021-04-30,6,9,2.5,0.42
14340772053,119122407575,5,0.6749641456210169,0.17948220341472707,2021-12-31,2022-03-31,3,0,2.37,0.79,2021-01-31,2021-07-31,6,8,2.5,0.42
14340772624,119122407540,6,1.3484489927243175,0.19539563155597486,2022-01-31,2022-03-31,2,0,2.85,1.42,2020-06-30,2020-09-30,3,18,3.5,1.17
14340775122,119122407567,9,1.240139820204096,0.5274578425060164,2022-01-31,2022-03-31,2,0,2.85,1.42,2020-05-31,2020-11-30,6,16,2.5,0.42
14340783522,119122008451,3,0.6958333333333333,0.3017886493705303,2021-11-30,2022-01-31,2,0,2.1,1.05,2020-10-31,2021-06-30,8,7,2.5,0.31
14340784819,119122407508,8,1.2957795517648587,0.4072958326528812,2021-12-31,2022-02-28,2,0,3.8,1.9,2020-09-30,2020-12-31,3,14,3.5,1.17
14340784884,119122008506,6,0.725,0.19063733263081653,2021-08-31,2021-12-31,4,0,2.5,0.62,2021-02-28,2021-08-31,6,4,2.5,0.42
14340785287,119062703382,7,2.396196973733152,0.009315473832179054,2022-01-31,2022-03-31,2,0,4.75,2.37,2020-08-31,2020-10-31,2,17,4.8,2.4
14340785360,119122008387,2,0.5,0.25,2021-04-30,2021-10-31,6,4,1.5,0.25,2021-04-30,2021-10-31,6,4,1.5,0.25
14340785428,120011501902,4,6.8553165263623335,6.300769056246599,2021-11-30,2022-02-28,3,1,47.3,15.77,2020-08-31,2020-12-31,4,15,9.6,2.4
14340789842,119122008468,7,0.7212585034013606,0.20883702819522124,2021-11-30,2022-03-31,4,0,4.3,1.08,2021-01-31,2021-08-31,7,7,2.5,0.36
14340802611,119122008379,5,0.7508333333333332,0.4130711534079543,2021-11-30,2022-01-31,2,0,2.5,1.25,2020-03-31,2020-11-30,8,14,2.5,0.31
14340803783,120092502878,2,1.4246773105891515,0.0,2021-12-31,2022-02-28,2,1,2.85,1.42,2021-12-31,2022-02-28,2,1,2.85,1.42
14340803833,119122008409,2,1.825,0.575,2021-10-31,2021-12-31,2,2,4.8,2.4,2021-06-30,2021-08-31,2,6,2.5,1.25
14340832659,746166,5,1.5625,0.5412658773652742,2021-09-30,2021-11-30,2,4,2.5,1.25,2020-04-30,2020-06-30,2,21,2.5,1.25
14340863258,119122008492,11,2.267446218431525,0.24288827265821608,2021-12-31,2022-02-28,2,1,4.75,2.37,2021-03-31,2021-06-30,3,9,4.8,1.6
14340865923,119122407524,5,0.745,0.705407683541936,2021-09-30,2022-02-28,5,0,1.5,0.3,2020-07-31,2020-12-31,5,14,2.5,0.5
14340866236,119122407516,8,1.19375,0.09822646028438566,2021-11-30,2022-01-31,2,0,2.5,1.25,2020-04-30,2020-06-30,2,19,2.0,1.0
14340887208,742862,3,1.4,0.8999999999999999,2021-10-31,2022-02-28,4,1,2.0,0.5,2021-10-31,2022-02-28,4,1,2.0,0.5
14354287410,497853,1,1.4246773105891515,0.0,2021-12-31,2022-02-28,2,0,2.85,1.42,2021-12-31,2022-02-28,2,0,2.85,1.42
14354302417,497817,2,0.5,0.0,2020-07-31,2020-11-30,4,16,2.0,0.5,2020-07-31,2020-11-30,4,16,2.0,0.5
14354318652,739343,4,1.825,0.575,2021-05-31,2021-07-31,2,7,2.5,1.25,2020-06-30,2020-08-31,2,18,2.5,1.25
14354345663,756620,4,3.0,1.0392304845413265,2020-12-31,2021-02-28,2,12,4.8,2.4,2020-05-31,2020-07-31,2,19,4.8,2.4
14354346265,756435,8,1.1900028426749207,0.13639193115128634,2022-01-31,2022-03-31,2,0,2.37,1.19,2021-05-31,2021-08-31,3,7,2.5,0.83
14354391410,759759,5,1.224112885098192,0.24359816637780274,2021-11-30,2022-01-31,2,0,2.37,1.19,2020-08-31,2021-02-28,6,11,5.0,0.83
14354409782,498143,5,1.3433333333333333,0.2862302880160969,2021-11-30,2022-02-28,3,0,5.3,1.77,2020-11-30,2021-03-31,4,11,4.3,1.08
14354434806,120011505010,1,1.25,0.0,2021-10-31,2021-12-31,2,0,2.5,1.25,2021-10-31,2021-12-31,2,0,2.5,1.25
14354463029,740869,7,1.8261392556490716,0.3737594093852411,2021-12-31,2022-03-31,3,0,4.75,1.58,2020-07-31,2020-10-31,3,17,5.3,1.77
14354470578,119102101828,4,1.375,0.375,2021-10-31,2021-12-31,2,2,2.5,1.25,2020-08-31,2020-10-31,2,16,2.0,1.0
14354479520,757174,7,1.4549942176192332,0.5761811826380842,2021-12-31,2022-02-28,2,0,4.04,2.02,2020-06-30,2020-09-30,3,17,2.0,0.67
14354480684,755187,6,2.85,0.5567764362830021,2021-10-31,2021-12-31,2,3,6.8,3.4,2020-10-31,2020-12-31,2,15,7.3,3.65
14354492283,746441,5,0.875,0.2041241452319315,2021-10-31,2021-12-31,2,0,2.5,1.25,2021-03-31,2021-07-31,4,5,2.5,0.62
14354580921,770742,3,0.5916666666666667,0.2889155970559953,2021-08-31,2021-12-31,4,1,1.5,0.38,2021-08-31,2021-12-31,4,1,1.5,0.38
14354603020,746384,1,1.424027289679239,0.0,2022-01-31,2022-03-31,2,0,2.85,1.42,2022-01-31,2022-03-31,2,0,2.85,1.42
14354610959,120072002704,3,2.4,0.0,2020-12-31,2021-02-28,2,13,4.8,2.4,2020-09-30,2020-11-30,2,16,4.8,2.4
14354618663,746418,3,0.5923809523809523,0.28937026003425137,2021-05-31,2021-12-31,7,0,2.5,0.36,2021-05-31,2021-12-31,7,0,2.5,0.36
14354660673,120071700661,4,2.0916666666666663,1.0788690065681437,2021-07-31,2021-09-30,2,5,7.3,3.65,2020-07-31,2021-01-31,6,13,4.3,0.72
14354665656,756414,5,1.1666666666666667,0.1666666666666666,2021-05-31,2021-08-31,3,0,2.5,0.83,2021-05-31,2021-08-31,3,0,2.5,0.83
14366648146,498052,2,4.8,0.0,2021-08-31,2021-10-31,2,4,9.6,4.8,2021-06-30,2021-08-31,2,6,9.6,4.8
14366648161,759798,3,0.7722222222222221,0.20382151475382382,2021-11-30,2022-02-28,3,0,2.1,0.7,2021-08-31,2021-11-30,3,3,1.7,0.57
14366648187,741539,2,1.3373386552945759,0.0873386552945758,2021-12-31,2022-02-28,2,0,2.85,1.42,2021-09-30,2021-11-30,2,3,2.5,1.25
14366690585,121061004329,2,1.193344704033016,0.006655295966983943,2022-01-31,2022-03-31,2,0,2.37,1.19,2021-09-30,2022-01-31,4,2,4.8,1.2
14366692706,121081901599,2,1.3,0.0,2021-09-30,2021-11-30,2,4,2.6,1.3,2021-09-30,2021-11-30,2,4,2.6,1.3
14366692722,121081901602,1,1.75,0.0,2021-10-31,2021-12-31,2,0,3.5,1.75,2021-10-31,2021-12-31,2,0,3.5,1.75
14366721414,120060303903,3,1.5125,0.8875,2021-09-30,2022-01-31,4,2,2.5,0.62,2021-09-30,2022-01-31,4,2,2.5,0.62
14366721422,844801,2,2.9616894080660323,0.5883105919339676,2022-01-31,2022-03-31,2,0,4.75,2.37,2021-07-31,2021-09-30,2,6,7.1,3.55
14366738558,121053104187,3,1.125,0.125,2021-10-31,2021-12-31,2,3,2.5,1.25,2021-08-31,2021-10-31,2,5,2.0,1.0
14366738566,121053104365,1,1.25,0.0,2021-09-30,2021-11-30,2,3,2.5,1.25,2021-09-30,2021-11-30,2,3,2.5,1.25
14366738582,121053104047,3,0.7375,0.13750000000000004,2021-10-31,2022-02-28,4,1,3.5,0.88,2021-10-31,2022-02-28,4,1,3.5,0.88
14366744309,121042302629,1,0.75,0.0,2021-09-30,2022-01-31,4,2,3.0,0.75,2021-09-30,2022-01-31,4,2,3.0,0.75
14366744325,121042302653,3,1.090007580466455,0.1833272295082821,2022-01-31,2022-03-31,2,0,2.37,1.19,2021-06-30,2021-09-30,3,6,2.5,0.83
14366744333,121042302564,1,0.8333333333333334,0.0,2021-10-31,2022-01-31,3,2,2.5,0.83,2021-10-31,2022-01-31,3,2,2.5,0.83
14366770908,121052103829,3,1.079077030719209,0.07915375650895665,2021-11-30,2022-01-31,2,0,2.37,1.19,2021-06-30,2021-08-31,2,5,2.0,1.0
14366780048,120122103892,1,2.374462184315253,0.0,2021-12-31,2022-02-28,2,0,4.75,2.37,2021-12-31,2022-02-28,2,0,4.75,2.37
14366831783,121061004108,3,2.0,0.39999999999999997,2021-11-30,2022-02-28,3,1,4.8,1.6,2021-11-30,2022-02-28,3,1,4.8,1.6
14366855923,121052103640,3,1.9623386552945759,0.5376613447054241,2021-12-31,2022-02-28,2,1,2.85,1.42,2021-10-31,2021-12-31,2,3,5.0,2.5
14366857135,864341,4,1.0555062538848254,0.22303334946845438,2022-01-31,2022-03-31,2,0,2.61,1.31,2021-07-31,2021-10-31,3,5,2.5,0.83
14366871938,121052103764,1,2.374462184315253,0.0,2021-12-31,2022-02-28,2,0,4.75,2.37,2021-12-31,2022-02-28,2,0,4.75,2.37
14366894989,746329,3,2.962266946536609,0.6186714356279802,2021-12-31,2022-02-28,2,0,6.17,3.09,2021-07-31,2021-09-30,2,5,4.3,2.15
14366939321,746196,1,0.42000000000000004,0.0,2021-07-31,2021-12-31,5,0,2.1,0.42,2021-07-31,2021-12-31,5,0,2.1,0.42
14366948033,121051700157,1,0.3,0.0,2021-05-31,2021-10-31,5,1,1.5,0.3,2021-05-31,2021-10-31,5,1,1.5,0.3
14366948058,121051402301,2,4.748924368630505,0.0,2021-12-31,2022-02-28,2,1,9.5,4.75,2021-12-31,2022-02-28,2,1,9.5,4.75
14367021871,121050700595,2,2.8,0.65,2021-09-30,2021-11-30,2,3,6.9,3.45,2021-05-31,2021-07-31,2,7,4.3,2.15
14367035152,756348,2,1.25,0.0,2021-10-31,2021-12-31,2,2,2.5,1.25,2021-05-31,2021-07-31,2,7,2.5,1.25
22160605832,740605,12,3.7163888888888894,1.2025247039376143,2021-08-31,2021-10-31,2,3,8.6,4.3,2018-02-28,2018-07-31,5,42,19.4,3.88
22160605881,737408,16,1.5876344223662933,0.6155365501826291,2021-12-31,2022-02-28,2,0,3.54,1.77,2018-06-30,2018-12-31,6,38,4.5,0.75
22160605915,770716,11,1.1439393939393938,0.41133084862914926,2021-07-31,2021-11-30,4,0,2.5,0.62,2020-09-30,2021-01-31,4,10,2.5,0.62
22160605949,801166,15,1.1358154061438417,0.13313354540467692,2021-11-30,2022-01-31,2,0,2.37,1.19,2019-01-31,2019-05-31,4,32,4.4,1.1
22160605972,816440,11,1.080759643157518,0.5621972724280321,2022-01-31,2022-03-31,2,0,2.37,1.19,2021-05-31,2021-10-31,5,5,4.8,0.96
22160605980,759618,12,1.2701757656057568,0.24954491300741666,2021-12-31,2022-03-31,3,0,5.18,1.73,2018-02-28,2018-05-31,3,46,2.4,0.8
22160611590,736690,7,2.126190476190476,2.3788562201402113,2021-10-31,2021-12-31,2,1,2.5,1.25,2020-03-31,2020-09-30,6,16,2.5,0.42
22160611616,771191,10,0.611569429562083,0.27871379519067774,2021-12-31,2022-02-28,2,0,2.37,1.19,2019-02-28,2020-01-31,11,25,2.5,0.23
22160611632,763561,3,4.8,0.0,2020-05-31,2020-07-31,2,20,9.6,4.8,2020-03-31,2020-05-31,2,22,9.6,4.8
22160611640,746191,4,2.908333333333333,1.8064121899500125,2021-01-31,2021-04-30,3,9,7.3,2.43,2018-01-31,2018-06-30,5,43,10.0,2.0
22160611657,767568,11,0.6784848484848486,0.169551479839859,2021-08-31,2021-12-31,4,0,2.5,0.62,2018-11-30,2019-05-31,6,31,2.4,0.4
22160618322,757130,4,4.3875,2.4754418797459175,2021-10-31,2021-12-31,2,3,15.5,7.75,2018-05-31,2019-01-31,8,38,14.9,1.86
22160618348,793877,5,1.6190000000000002,1.613116238837115,2021-06-30,2021-10-31,4,4,2.5,0.62,2018-05-31,2019-03-31,10,35,4.7,0.47
22160618355,755385,4,0.5277777777777778,0.353946009693255,2021-08-31,2021-10-31,2,0,2.2,1.1,2018-03-31,2020-06-30,27,16,3.9,0.14
22160618363,940388,2,2.1,0.0,2019-10-31,2020-02-29,4,25,8.4,2.1,2019-10-31,2020-02-29,4,25,8.4,2.1
22160618389,793882,2,0.26666666666666666,0.0,2018-04-30,2019-01-31,9,38,2.4,0.27,2018-04-30,2019-01-31,9,38,2.4,0.27
22160619387,746502,10,1.842962962962963,0.46989740000290753,2021-08-31,2021-10-31,2,5,4.0,2.0,2018-05-31,2018-10-31,5,41,7.1,1.42
22160619403,746358,14,1.364285714285714,0.6067283832702733,2021-10-31,2022-01-31,3,0,2.5,0.83,2019-11-30,2020-05-31,6,20,5.8,0.97
22160625947,740874,10,1.385,0.5459166603063145,2021-06-30,2021-08-31,2,4,2.0,1.0,2018-03-31,2018-05-31,2,43,2.4,1.2
22160625962,788138,17,1.2269607843137256,0.7025602654340091,2021-11-30,2022-01-31,2,0,2.5,1.25,2021-02-28,2021-06-30,4,7,2.5,0.62
22160625988,739350,7,2.4714285714285715,0.9357415481306572,2021-09-30,2022-01-31,4,1,4.8,1.2,2021-09-30,2022-01-31,4,1,4.8,1.2
22160631598,793008,12,0.9201388888888888,0.2954018436442045,2021-02-28,2021-04-30,2,0,2.5,1.25,2019-06-30,2019-12-31,6,16,1.8,0.3
22160631614,756329,3,4.8,0.0,2020-03-31,2020-06-30,3,21,14.4,4.8,2020-03-31,2020-06-30,3,21,14.4,4.8
22160631630,757259,16,0.9632305880041272,0.4185757506855938,2022-01-31,2022-03-31,2,0,2.37,1.19,2018-11-30,2019-03-31,4,36,2.4,0.6
22160631655,742839,7,0.9320813924931717,0.5663240074388955,2021-12-31,2022-02-28,2,0,3.8,1.9,2021-06-30,2021-12-31,6,2,1.5,0.25
22160631846,758470,3,0.724528320263332,0.21244788487582983,2022-01-31,2022-03-31,2,0,2.05,1.02,2020-02-29,2020-05-31,3,22,1.8,0.6
22160631853,770841,1,1.2,0.0,2021-03-31,2021-05-31,2,9,2.4,1.2,2021-03-31,2021-05-31,2,9,2.4,1.2
22160637991,740557,12,1.8331250000000001,1.1070645476284302,2021-05-31,2022-01-31,8,1,2.5,0.31,2021-05-31,2022-01-31,8,1,2.5,0.31
22160638023,121031205842,3,5.9,3.5000000000000004,2021-10-31,2021-12-31,2,3,18.8,9.4,2021-06-30,2021-08-31,2,7,4.8,2.4
22160638031,736277,2,8.35,0.0,2021-11-30,2022-01-31,2,2,16.7,8.35,2021-11-30,2022-01-31,2,2,16.7,8.35
22160638049,876562,4,2.234126984126984,1.3593109017027827,2020-12-31,2021-02-28,2,13,7.5,3.75,2018-12-31,2020-09-30,21,18,9.5,0.45
22160638056,933161,1,9.3053178253636,0.0,2022-01-31,2022-03-31,2,0,18.61,9.31,2022-01-31,2022-03-31,2,0,18.61,9.31
22160642322,840786,3,0.6611111111111111,0.33783990656690605,2021-08-31,2021-10-31,2,3,1.8,0.9,2019-07-31,2020-07-31,12,18,2.2,0.18
22160642751,739330,8,1.0465525793650794,0.6206172305198381,2021-10-31,2021-12-31,2,2,4.8,2.4,2021-01-31,2021-10-31,9,4,4.3,0.48
22160642785,779751,4,0.6277173913043479,0.41233742571649107,2020-11-30,2021-02-28,3,9,1.5,0.5,2018-10-31,2020-09-30,23,14,1.4,0.06
22160644484,741565,7,1.1254761904761905,0.6519973672442427,2021-10-31,2021-12-31,2,0,2.5,1.25,2020-11-30,2021-05-31,6,7,2.5,0.42
22160644518,738322,3,27.316666666666666,20.540218001656058,2020-09-30,2020-11-30,2,15,112.0,56.0,2018-05-31,2018-07-31,2,43,18.0,9.0
22160644526,824589,5,0.5541666666666667,0.2112709555681203,2021-10-31,2022-01-31,3,2,1.1,0.37,2021-05-31,2021-08-31,3,7,1.2,0.4
22160644542,740596,7,4.925000000000001,4.967624348384916,2021-05-31,2021-07-31,2,8,31.8,15.9,2018-04-30,2018-06-30,2,45,8.8,4.4
22160644617,776833,10,1.0016666666666665,0.20929113162716137,2020-09-30,2020-11-30,2,2,2.0,1.0,2019-06-30,2019-09-30,3,16,2.5,0.83
22160644625,746464,12,1.4236111111111114,0.4784455120749816,2021-10-31,2021-12-31,2,0,2.1,1.05,2019-08-31,2019-11-30,3,25,2.5,0.83
22160644658,746519,8,2.4857142857142853,0.7590945196719038,2020-09-30,2020-11-30,2,16,8.6,4.3,2018-10-31,2019-01-31,3,38,5.7,1.9
22160644666,770870,2,0.22000000000000003,0.0,2019-11-30,2020-09-30,10,18,2.2,0.22,2019-11-30,2020-09-30,10,18,2.2,0.22
22160644690,757263,12,0.8901785714285716,0.32841795537212753,2021-07-31,2022-02-28,7,0,2.5,0.36,2021-07-31,2022-02-28,7,0,2.5,0.36
22160644898,743250,2,2.4,0.0,2018-11-30,2019-01-31,2,38,4.8,2.4,2018-11-30,2019-01-31,2,38,4.8,2.4
22160644914,746532,12,0.7559722222222222,0.23449853740100363,2021-11-30,2022-01-31,2,0,1.5,0.75,2019-05-31,2020-03-31,10,22,2.5,0.25
22160644930,746498,12,1.1944175536602069,0.4544948189073492,2021-12-31,2022-02-28,2,0,2.85,1.42,2021-02-28,2021-06-30,4,8,2.5,0.62
22160644948,753879,10,5.656379379681211,8.07981862182096,2022-01-31,2022-03-31,2,0,7.44,3.72,2020-08-31,2021-04-30,8,11,3.8,0.48
22160645192,743771,3,1.0912698412698412,0.5462658689657224,2021-08-31,2022-03-31,7,0,2.5,0.36,2021-08-31,2022-03-31,7,0,2.5,0.36
22160645846,740561,9,2.7843750000000003,1.2208435544225147,2019-11-30,2020-02-29,3,25,14.4,4.8,2018-02-28,2018-06-30,4,45,4.7,1.18
22160645887,737970,4,6.26111111111111,4.0772706314971465,2020-05-31,2021-11-30,18,4,9.6,0.53,2020-05-31,2021-11-30,18,4,9.6,0.53
22160645895,742306,4,1.019047619047619,0.4751059077540148,2021-10-31,2021-12-31,2,3,2.5,1.25,2019-02-28,2019-09-30,7,30,2.5,0.36
22160645903,743234,5,3.1866666666666665,1.343023123818466,2020-03-31,2020-05-31,2,21,9.6,4.8,2018-01-31,2018-04-30,3,46,4.9,1.63
22160645929,746462,3,0.3175983436853002,0.21029000897090092,2021-11-30,2022-02-28,3,0,1.8,0.6,2019-12-31,2021-11-30,23,3,2.2,0.1
22160645937,740678,1,2.8018653774919984,0.0,2022-01-31,2022-03-31,2,0,5.6,2.8,2022-01-31,2022-03-31,2,0,5.6,2.8
22160645945,798441,8,2.7634744397060733,1.276380981423515,2021-12-31,2022-02-28,2,0,4.75,2.37,2021-03-31,2021-06-30,3,8,4.3,1.43
22160645952,745807,2,1.6250000000000002,0.0,2018-02-28,2018-06-30,4,45,6.5,1.63,2018-02-28,2018-06-30,4,45,6.5,1.63
22160645960,746460,6,1.1216666666666666,0.4397474022410795,2021-01-31,2021-03-31,2,12,2.5,1.25,2019-06-30,2019-10-31,4,29,2.5,0.62
22160645978,744008,9,0.5482202982202983,0.3412745817525806,2021-10-31,2021-12-31,2,0,1.5,0.75,2019-08-31,2020-07-31,11,17,1.5,0.14
22160646497,746446,4,2.0583333333333336,1.7010413477239954,2021-10-31,2022-01-31,3,0,3.7,1.23,2021-10-31,2022-01-31,3,0,3.7,1.23
22160646505,746397,11,1.1363636363636362,0.1989642602567208,2021-10-31,2021-12-31,2,2,2.0,1.0,2018-01-31,2018-03-31,2,47,1.2,0.6
22160646513,740887,2,0.6599999999999999,0.0,2020-08-31,2021-01-31,5,14,3.3,0.66,2020-08-31,2021-01-31,5,14,3.3,0.66
22160647412,933300,12,1.0951388888888889,0.6814715349389867,2021-11-30,2022-01-31,2,1,2.1,1.05,2020-01-31,2020-05-31,4,21,2.5,0.62
22160648063,737253,12,2.1562499999999996,0.512811840538317,2021-10-31,2021-12-31,2,2,3.8,1.9,2018-01-31,2019-01-31,12,37,10.7,0.89
22160649434,746477,2,0.28583333333333333,0.23916666666666667,2020-12-31,2021-04-30,4,0,2.1,0.52,2018-06-30,2020-12-31,30,4,1.4,0.05
22160649442,768227,8,1.820238095238095,0.5240232248059759,2020-01-31,2020-03-31,2,24,4.8,2.4,2018-04-30,2018-08-31,4,43,4.7,1.18
22160649459,746480,2,0.20291666666666666,0.10958333333333334,2019-06-30,2020-02-29,8,9,2.5,0.31,2018-03-31,2019-06-30,15,17,1.4,0.09
22160649475,120052705520,6,0.6458333333333334,0.11219093348196885,2021-10-31,2022-01-31,3,0,1.5,0.5,2020-05-31,2020-09-30,4,16,2.5,0.62
22160649483,768378,14,1.1767626650420822,0.2506148368768316,2022-01-31,2022-03-31,2,0,2.85,1.42,2019-02-28,2019-06-30,4,33,4.8,1.2
22160649509,746529,11,0.8713636363636365,0.4960285804437884,2021-04-30,2021-06-30,2,7,4.6,2.3,2018-04-30,2018-09-30,5,40,2.4,0.48
22160650481,852461,8,1.6582795517648585,0.8489219459213441,2021-12-31,2022-02-28,2,0,3.8,1.9,2019-01-31,2019-07-31,6,31,2.5,0.42
22160650499,864357,10,1.1733333333333333,0.3141301924008225,2021-08-31,2021-11-30,3,0,2.5,0.83,2019-10-31,2020-04-30,6,19,4.8,0.8
22160650515,864454,9,0.8666666666666668,0.2516611478423583,2021-10-31,2021-12-31,2,2,2.3,1.15,2020-04-30,2020-09-30,5,17,2.0,0.4
22160650523,828815,5,1.255,0.4456455991031438,2019-04-30,2019-08-31,4,0,2.5,0.62,2019-04-30,2019-08-31,4,0,2.5,0.62
22160651356,740883,7,0.8388095238095238,0.340886698914168,2019-08-31,2021-02-28,18,0,4.8,0.27,2019-08-31,2021-02-28,18,0,4.8,0.27
22160651380,739165,3,6.3999999999999995,3.021037349432586,2021-03-31,2021-05-31,2,9,4.8,2.4,2018-10-31,2018-12-31,2,38,14.2,7.1
22160651398,770843,5,1.03125,0.2557922741210141,2021-10-31,2021-12-31,2,3,2.0,1.0,2019-04-30,2019-08-31,4,31,5.0,1.25
22160651414,805139,14,1.0672388555182726,0.22371331104797076,2021-12-31,2022-02-28,2,0,2.85,1.42,2021-03-31,2021-06-30,3,8,2.0,0.67
22160652156,739195,7,1.8142857142857143,0.562973157006801,2021-06-30,2021-08-31,2,4,5.5,2.75,2018-05-31,2018-07-31,2,41,4.7,2.35
22160652164,904319,14,0.9375,0.26738649127112935,2021-11-30,2022-03-31,4,0,2.5,0.62,2021-07-31,2021-11-30,4,4,2.0,0.5
22160652172,770821,6,1.3083333333333333,0.4816782005539475,2020-12-31,2021-02-28,2,12,1.8,0.9,2018-05-31,2018-07-31,2,43,2.2,1.1
22160652198,744352,11,0.8219696969696971,0.3644608708139375,2021-06-30,2021-12-31,6,0,2.5,0.42,2020-10-31,2021-06-30,8,6,2.0,0.25
22160652206,739182,2,1.5,0.0,2018-09-30,2018-11-30,2,40,3.0,1.5,2018-09-30,2018-11-30,2,40,3.0,1.5
22160652214,746431,20,0.9236728880908474,0.21840031703221813,2021-11-30,2022-01-31,2,2,1.9,0.95,2018-09-30,2018-12-31,3,39,2.4,0.8
22160652222,746526,8,0.5679924242424242,0.297162591477537,2021-01-31,2021-12-31,11,0,3.0,0.27,2018-01-31,2018-12-31,11,36,2.8,0.25
22160654087,120060302710,5,1.1623252099024572,1.118396854778837,2021-12-31,2022-02-28,2,1,6.17,3.09,2021-02-28,2021-10-31,8,5,2.5,0.31
22160654095,119121301791,4,1.4582795517648586,0.6848452525488178,2021-12-31,2022-03-31,3,0,2.85,0.95,2021-09-30,2021-12-31,3,3,4.9,1.63
22160654111,941152,10,0.7120370370370371,0.23217673368642028,2021-11-30,2022-02-28,3,1,2.5,0.83,2019-07-31,2020-01-31,6,26,2.5,0.42
22160655852,844387,13,1.3406178336891623,0.4232150601873498,2022-01-31,2022-03-31,2,0,3.32,1.66,2020-06-30,2020-10-31,4,17,4.3,1.08
22160660241,741530,2,0.63,0.27,2020-09-30,2021-02-28,5,13,1.8,0.36,2020-09-30,2021-02-28,5,13,1.8,0.36
22160660266,746427,11,1.0313333333333332,0.2816664694279388,2020-12-31,2021-02-28,2,13,2.5,1.25,2018-03-31,2018-08-31,5,43,2.4,0.48
22160660274,746242,4,1.3208333333333333,0.5288056511296628,2021-10-31,2022-01-31,3,1,2.5,0.83,2021-10-31,2022-01-31,3,1,2.5,0.83
22160660282,770616,11,11.082499999999998,14.016557891967945,2021-09-30,2021-11-30,2,4,24.7,12.35,2019-11-30,2020-03-31,4,24,20.7,5.18
22160660290,120011501422,3,0.8422222222222221,0.372392995650934,2021-10-31,2022-01-31,3,0,3.8,1.27,2021-03-31,2021-08-31,5,5,1.8,0.36
22160660308,746387,7,0.4010204081632653,0.24950179429435296,2021-09-30,2021-12-31,3,3,1.5,0.5,2020-07-31,2021-09-30,14,6,1.5,0.11
22160660407,121080300303,2,1.25,0.0,2021-09-30,2021-11-30,2,4,2.5,1.25,2021-09-30,2021-11-30,2,4,2.5,1.25
22160660415,859316,11,2.3149999999999995,0.5554502678008176,2021-08-31,2021-11-30,3,4,9.6,3.2,2021-05-31,2021-08-31,3,7,9.6,3.2
22160660464,902106,2,1.25,0.0,2020-11-30,2021-01-31,2,14,2.5,1.25,2020-11-30,2021-01-31,2,14,2.5,1.25
22160662478,737846,14,1.5433333333333334,0.7065883267448335,2021-09-30,2021-11-30,2,0,4.3,2.15,2018-09-30,2019-02-28,5,33,2.4,0.48
22160662486,746213,6,0.782051282051282,0.4750255192286775,2020-09-30,2020-11-30,2,5,2.5,1.25,2019-08-31,2020-09-30,13,7,1.2,0.09
22160662494,744183,7,1.1597222222222223,0.14879272391941079,2019-12-31,2020-03-31,3,24,2.5,0.83,2018-01-31,2018-05-31,4,46,4.7,1.18
22160662502,744042,14,1.6186904761904761,0.5895546404162053,2021-11-30,2022-02-28,3,0,4.8,1.6,2020-02-29,2020-07-31,5,19,4.8,0.96
22160662536,744193,1,1.25,0.0,2021-07-31,2021-09-30,2,5,2.5,1.25,2021-07-31,2021-09-30,2,5,2.5,1.25
22160663112,827717,2,0.10784313725490197,0.025490196078431376,2020-01-31,2020-10-31,9,0,1.2,0.13,2018-08-31,2020-01-31,17,9,1.4,0.08
22160663120,852300,6,0.5177083333333333,0.23605723445769422,2021-07-31,2021-11-30,4,0,2.0,0.5,2019-01-31,2020-05-31,16,18,2.5,0.16
22160664631,740698,10,1.3983333333333332,0.30225541075939955,2021-08-31,2021-10-31,2,2,4.0,2.0,2020-10-31,2021-01-31,3,11,2.5,0.83
22160664649,731592,12,0.9208154061438417,0.3239550500442486,2021-12-31,2022-03-31,3,0,2.85,0.95,2020-09-30,2021-12-31,15,3,3.5,0.23
22160664656,739241,10,0.7757142857142857,0.362660239038679,2021-10-31,2021-12-31,2,0,2.0,1.0,2019-07-31,2020-05-31,10,19,2.0,0.2
22160664664,739234,11,0.7047727272727272,0.4989742117621642,2021-08-31,2022-01-31,5,0,2.5,0.5,2020-07-31,2021-03-31,8,10,2.5,0.31
22160664672,732257,2,0.45833333333333337,0.09166666666666667,2019-10-31,2019-12-31,2,24,1.1,0.55,2019-07-31,2019-10-31,3,26,1.1,0.37
22160664680,740747,4,2.6,1.7266296649832007,2020-01-31,2020-09-30,8,10,2.4,0.3,2020-01-31,2020-09-30,8,10,2.4,0.3
