meter_number,poc_number,branch,vending_category,location,first_transaction_month,last_transaction_month,is_violation,lifetime_total_units,lifetime_total_transactions,lifetime,total_blank_periods,avg_monthly_units_over_blank_periods,std_monthly_units_over_blank_periods,last_blank_period_start,last_blank_period_end,last_blank_period_length,months_since_last_blank_period,total_units_before_last_blank_period,monthly_units_over_last_blank_period,longest_blank_period_start,longest_blank_period_end,longest_blank_period_length,months_since_longest_blank_period,total_units_before_longest_blank_period,monthly_units_over_longest_blank_period,lifetime_monthly_units,idle,units_avg_3,units_avg_6,units_avg_12,units_std_3,units_std_6,units_std_12,transaction_month,rel_units_avg_3_6,rel_units_avg_3_12,rel_units_avg_6_12,rel_units_avg_3_6_df,rel_units_avg_3_6_ddf,rel_units_avg_3_12_df,rel_units_avg_3_12_ddf,rel_units_avg_6_12_df,rel_units_avg_6_12_ddf,cv_monthly_units_over_blank_periods,rel_units_avg_3_lifetime,rel_units_avg_6_lifetime,rel_units_avg_12_lifetime
22160650523,828815,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-08-31,2019-08-31,0,15.8,8.0,12.992032690609664,5.0,1.255,0.4456455991031438,2019-04-30,2019-08-31,4.0,0.0,2.5,0.62,2019-04-30,2019-08-31,4.0,0.0,2.5,0.62,1.2161299448869052,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,-1.0,-1.0,-1.0
22160651356,740883,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2021-02-28,0,29.1,9.0,37.92888971026099,7.0,0.8388095238095238,0.340886698914168,2019-08-31,2021-02-28,18.0,0.0,4.8,0.27,2019-08-31,2021-02-28,18.0,0.0,4.8,0.27,0.7672252001652321,1,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.406,-1.0,-1.0,-1.0
22160651364,120092400684,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-09-30,2020-10-31,0,2.0,2.0,2.018501406599725,0.0,0.0,0.0,9999-99-99,9999-99-99,0.0,0.0,0.0,0.0,9999-99-99,9999-99-99,0.0,0.0,0.0,0.0,0.9908340878340572,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,-1.0,-1.0
22160651372,740682,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,679.5054490619868,452.0,50.93942380747038,0.0,10.4204,2.7511,9999-99-99,9999-99-99,0.0,0.0,10.4204,10.4204,9999-99-99,9999-99-99,0.0,0.0,10.4204,10.4204,13.33948047057289,0,10.4204,8.2688,9.9735,2.7511,3.308,4.7252,2022-02-28,0.26,0.045,-0.171,0.025000000000000022,-0.24899999999999997,0.157,0.036000000000000004,0.11000000000000001,0.189,0.264,-0.21883014687209362,-0.3801257838908264,-0.252332201242642
22160651380,739165,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-02-28,0,314.7671200384736,69.0,49.92092240087065,3.0,6.4,3.021037349432586,2021-03-31,2021-05-31,2.0,9.0,4.8,2.4,2018-10-31,2018-12-31,2.0,38.0,14.2,7.1,6.30531458354992,0,5.4668,5.7239,5.5723,2.0532,2.2743,2.7575,2022-02-28,-0.045,-0.019,0.027,-0.0010000000000000009,-0.09300000000000001,-0.0010000000000000009,-3.469446951953614e-18,0.0,0.11100000000000002,0.472,-0.1329853685234896,-0.09221024198646409,-0.11625345156644491
22160651398,770843,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-05-31,2022-03-31,0,281.80627257069926,127.0,46.996837717406926,5.0,1.03125,0.2557922741210141,2021-10-31,2021-12-31,2.0,3.0,2.0,1.0,2019-04-30,2019-08-31,4.0,31.0,5.0,1.25,5.996281585267649,0,12.1798,8.3313,6.5433,11.1695,9.5828,7.6619,2022-02-28,0.462,0.861,0.273,0.21400000000000002,-0.265,0.373,-0.379,0.08000000000000002,-0.155,0.248,1.0312254897976652,0.38941106776394424,0.09122627197433966
22160651406,796930,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2018-05-31,2022-03-31,0,460.86818937293856,181.0,46.996837717406926,0.0,14.856,2.6391,9999-99-99,9999-99-99,0.0,0.0,14.856,14.856,9999-99-99,9999-99-99,0.0,0.0,14.856,14.856,9.806365954751033,0,14.856,12.832,11.002,2.6391,3.8656,4.1627,2022-02-28,0.158,0.35,0.166,-0.086,-0.13499999999999995,-0.06,-0.16099999999999998,0.033,-0.0040000000000000036,0.178,0.514934285396773,0.3085377457062057,0.12192427355514925
22160651414,805139,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-05-31,2022-02-28,0,61.99740920053677,30.0,45.9783363108072,14.0,1.0672388555182726,0.2237133110479707,2021-12-31,2022-02-28,2.0,0.0,2.85,1.42,2021-03-31,2021-06-30,3.0,8.0,2.0,0.67,1.3484047961510146,0,1.9244,1.3853,1.3081,1.1638,1.2419,1.1437,2022-02-28,0.389,0.471,0.059,0.43,0.5760000000000001,0.491,0.731,0.037,0.119,0.21,0.42716786939140855,0.027362112589855613,-0.029890724407139108
22160652156,739195,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2021-12-31,0,127.42381680549356,63.0,47.98248423992279,7.0,1.8142857142857145,0.562973157006801,2021-06-30,2021-08-31,2.0,4.0,5.5,2.75,2018-05-31,2018-07-31,2.0,41.0,4.7,2.35,2.6556319211891353,0,1.931,2.1748,2.2687,2.1578,1.6767,1.9045,2022-02-28,-0.112,-0.149,-0.041,-0.22999999999999998,-0.27399999999999997,-0.147,-0.045999999999999985,0.066,0.19599999999999998,0.31,-0.27286609842551546,-0.1810612070718856,-0.14570239124700515
22160652164,904319,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-01-31,2022-03-31,0,40.17337881613206,22.0,38.94739111686072,14.0,0.9375,0.2673864912711293,2021-11-30,2022-03-31,4.0,0.0,2.5,0.62,2021-07-31,2021-11-30,4.0,4.0,2.0,0.5,1.0314780442056515,0,0.625,0.3571,0.5,1.0825,0.8748,0.8898,2022-02-28,0.75,0.25,-0.286,0.778,0.778,0.357,0.357,-0.20399999999999996,-0.20399999999999996,0.285,-0.39407338477929804,-0.6537977691274998,-0.5152587078234384
22160652172,770821,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2018-03-31,2022-02-28,0,99.72880543997525,79.0,47.98248423992279,6.0,1.3083333333333331,0.4816782005539475,2020-12-31,2021-02-28,2.0,12.0,1.8,0.9,2018-05-31,2018-07-31,2.0,43.0,2.2,1.1,2.0784418943652367,0,1.8072,2.2755,2.2607,0.0938,0.7273,0.6323,2022-02-28,-0.206,-0.201,0.007,-0.152,-0.13499999999999998,-0.21700000000000003,-0.164,-0.06799999999999999,-0.03299999999999999,0.368,-0.13050251493707263,0.09481049538550874,0.08768977671633464
22160652198,744352,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-02-28,2021-12-31,0,43.44935462117829,23.0,47.062547485574655,11.0,0.8219696969696971,0.3644608708139375,2021-06-30,2021-12-31,6.0,0.0,2.5,0.42,2020-10-31,2021-06-30,8.0,6.0,2.0,0.25,0.9232257270921456,1,0.7123,0.4071,0.4458,1.2338,0.9971,0.9993,2022-02-28,0.75,0.598,-0.087,0.0,-0.8180000000000001,0.0,0.0,0.0,0.8009999999999999,0.443,-0.22846604129684678,-0.5590460836893814,-0.517127841092425
22160652206,739182,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,264.6320733405804,199.0,50.93942380747038,2.0,1.5,0.0,2018-09-30,2018-11-30,2.0,40.0,3.0,1.5,2018-09-30,2018-11-30,2.0,40.0,3.0,1.5,5.195034681601003,0,8.7467,9.6552,9.3822,1.6926,1.7925,1.7138,2022-02-28,-0.094,-0.068,0.029,-0.11599999999999999,-0.07200000000000001,-0.139,-0.08099999999999999,-0.019,-0.008000000000000007,0.0,0.683665372047997,0.858543896577889,0.8059937180455161
22160652214,746431,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-02-28,2022-03-31,0,51.207692551008776,25.0,50.01948705312224,20.0,0.9236728880908474,0.2184003170322181,2021-11-30,2022-01-31,2.0,2.0,1.9,0.95,2018-09-30,2018-12-31,3.0,39.0,2.4,0.8,1.0237548517165844,0,1.4836,1.1335,1.1612,1.0397,1.078,1.0586,2022-02-28,0.309,0.278,-0.024,0.359,0.331,0.16100000000000003,0.02700000000000001,-0.19999999999999998,-0.31,0.236,0.4491750613072736,0.10719866001064608,0.1342559188393139
22160652222,746526,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2021-12-31,0,34.54892436863051,21.0,47.98248423992279,8.0,0.5679924242424242,0.297162591477537,2021-01-31,2021-12-31,11.0,0.0,3.0,0.27,2018-01-31,2018-12-31,11.0,36.0,2.8,0.25,0.7200320057602357,1,1.1872,0.6784,0.3957,2.0563,1.6618,1.3125,2022-02-28,0.75,2.0,0.714,0.0,0.0,0.0,-1.161,0.0,-0.6629999999999999,0.523,0.648815595004713,-0.05781965999730687,-0.4504410959034999
22160654087,120060302710,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2020-06-30,2022-03-31,0,31.17014418520989,15.0,21.99427092958788,5.0,1.1623252099024572,1.118396854778837,2021-12-31,2022-02-28,2.0,1.0,6.17,3.09,2021-02-28,2021-10-31,8.0,5.0,2.5,0.31,1.4171937903737526,1,2.9992,2.6853,1.6914,2.2174,2.0775,1.9918,2022-02-28,0.117,0.773,0.588,-0.42000000000000004,-0.31400000000000006,-0.346,-0.30499999999999994,0.20899999999999996,0.14399999999999996,0.962,1.1162949064355054,0.8948008509773481,0.19348533100327217
22160654095,119121301791,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-12-31,2022-03-31,0,88.29740920053678,43.0,27.973859832850778,4.0,1.4582795517648586,0.6848452525488178,2021-12-31,2022-03-31,3.0,0.0,2.85,0.95,2021-09-30,2021-12-31,3.0,3.0,4.9,1.63,3.156425667681574,0,0.7123,1.7928,2.6874,1.2338,2.1604,2.3372,2022-02-28,-0.603,-0.735,-0.333,0.11299999999999999,0.43599999999999994,0.019000000000000017,0.343,-0.199,-0.125,0.47,-0.7743333520275194,-0.4320157707636343,-0.1485939214358494
22160654111,941152,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-04-30,2022-03-31,0,35.72013644839619,20.0,36.02330643339699,10.0,0.7120370370370371,0.2321767336864202,2021-11-30,2022-02-28,3.0,1.0,2.5,0.83,2019-07-31,2020-01-31,6.0,26.0,2.5,0.42,0.9915840600151092,0,1.8117,1.0353,1.4956,1.9782,1.7435,1.4757,2022-02-28,0.75,0.211,-0.308,0.875,0.583,0.643,0.585,0.04299999999999998,0.26899999999999996,0.326,0.8270765667334289,0.04408697330635262,0.5082937093373716
22160655852,844387,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-04-30,2022-03-31,0,50.82013644839619,15.0,36.02330643339699,13.0,1.3406178336891623,0.4232150601873498,2022-01-31,2022-03-31,2.0,0.0,3.32,1.66,2020-06-30,2020-10-31,4.0,17.0,4.3,1.08,1.410757131424259,0,1.6557,1.5604,1.3269,1.6557,1.8274,1.6359,2022-02-28,0.061,0.248,0.176,0.223,-0.065,0.0,-0.6619999999999999,-0.312,-0.7350000000000001,0.316,0.1736251145712471,0.10607273586819715,-0.05944122454273855
22160655902,119120400255,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2020-02-29,2022-03-31,0,138.6370103477583,106.0,26.002566787819053,0.0,5.6537,1.3217,9999-99-99,9999-99-99,0.0,0.0,5.6537,5.6537,9999-99-99,9999-99-99,0.0,0.0,5.6537,5.6537,5.3316663496737196,0,5.6537,6.0878,6.3179,1.3217,1.2769,1.1436,2022-02-28,-0.071,-0.105,-0.036,-0.119,-0.142,-0.146,-0.175,-0.028999999999999998,-0.034999999999999996,0.234,0.06040018808491037,0.14181938642363714,0.18497662562598924
22160660241,741530,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,229.65492304708656,226.0,50.93942380747038,2.0,0.63,0.27,2020-09-30,2021-02-28,5.0,13.0,1.8,0.36,2020-09-30,2021-02-28,5.0,13.0,1.8,0.36,4.508392633475512,0,2.6311,2.9035,2.5187,0.8786,0.9416,0.8823,2022-02-28,-0.094,0.045,0.153,-0.188,-0.041000000000000036,-0.21400000000000002,-0.02300000000000002,0.0010000000000000009,0.017000000000000015,0.429,-0.41639954327321094,-0.35597889623874723,-0.4413308234739221
22160660266,746427,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-02-28,2022-03-31,0,84.21970929057389,36.0,50.01948705312224,11.0,1.0313333333333332,0.2816664694279388,2020-12-31,2021-02-28,2.0,13.0,2.5,1.25,2018-03-31,2018-08-31,5.0,43.0,2.4,0.48,1.6837379639885142,0,2.6959,2.6834,2.5986,1.1883,1.09,0.9885,2022-02-28,0.005,0.037,0.033,-0.176,-0.173,-0.185,-0.09500000000000003,-0.0020000000000000018,0.072,0.273,0.6011398790425981,0.5937159209996319,0.5433517896361494
22160660274,746242,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-02-28,0,152.71992286948506,117.0,49.92092240087065,4.0,1.3208333333333333,0.5288056511296628,2021-10-31,2022-01-31,3.0,1.0,2.5,0.83,2021-10-31,2022-01-31,3.0,1.0,2.5,0.83,3.059236799415019,0,2.255,2.0028,2.0433,2.4059,1.9969,1.5717,2022-02-28,0.126,0.104,-0.02,0.184,-0.32099999999999995,0.338,-0.07899999999999996,0.167,0.15099999999999997,0.4,-0.26288805089190986,-0.34532691278328914,-0.3320883168015253
22160660282,770616,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2018-03-31,2022-03-31,0,882.3501315433552,91.0,49.00098564652252,11.0,11.082499999999998,14.016557891967944,2021-09-30,2021-11-30,2.0,4.0,24.7,12.35,2019-11-30,2020-03-31,4.0,24.0,20.7,5.18,18.006783331020067,0,33.5572,22.7041,25.0191,13.721,17.9649,16.9716,2022-02-28,0.478,0.341,-0.093,0.471,0.31899999999999995,0.459,0.37999999999999995,0.03,0.092,1.265,0.8635865930697029,0.2608637302192626,0.3894263922696233
22160660290,120011501422,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2020-01-31,2022-01-31,0,37.36106356507272,37.0,25.016920265303188,3.0,0.8422222222222221,0.372392995650934,2021-10-31,2022-01-31,3.0,0.0,3.8,1.27,2021-03-31,2021-08-31,5.0,5.0,1.8,0.36,1.493431772131042,0,0.4653,1.4802,1.3134,0.8059,1.4252,1.1304,2022-02-28,-0.686,-0.646,0.127,-0.5660000000000001,-0.30800000000000005,-0.613,-0.43100000000000005,0.027999999999999997,-0.062000000000000006,0.442,-0.68843571652688,-0.008859977655464635,-0.12054904381346258
22160660308,746387,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,45.57338500558302,58.0,50.93942380747038,7.0,0.4010204081632653,0.2495017942943529,2021-09-30,2021-12-31,3.0,3.0,1.5,0.5,2020-07-31,2021-09-30,14.0,6.0,1.5,0.11,0.8946584315093801,1,1.6747,1.457,1.0999,2.3589,1.8074,1.4778,2022-02-28,0.149,0.523,0.325,-0.17200000000000001,-0.055999999999999994,-0.22699999999999998,-0.03300000000000003,0.0,0.02699999999999997,0.622,0.87188757297532,0.6285544836836695,0.2294077396044394
22160660407,121080300303,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2021-08-31,2022-03-31,0,37.03682778168453,11.0,7.965235425778763,2.0,1.25,0.0,2021-09-30,2021-11-30,2.0,4.0,2.5,1.25,2021-09-30,2021-11-30,2.0,4.0,2.5,1.25,4.649809553879373,0,6.7102,4.4772,4.4772,1.9575,3.0558,3.0558,2022-02-28,0.499,0.499,0.0,0.253,0.111,0.253,0.111,0.0,0.0,0.0,0.44311286779511805,-0.03712185453603439,-0.03712185453603439
22160660415,859316,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-10-31,2022-03-31,0,143.41215356582077,34.0,41.97004045257603,11.0,2.3149999999999995,0.5554502678008176,2021-08-31,2021-11-30,3.0,4.0,9.6,3.2,2021-05-31,2021-08-31,3.0,7.0,9.6,3.2,3.4170125170088665,0,5.8163,4.6951,3.8971,2.1343,3.6134,3.809,2022-02-28,0.239,0.492,0.205,0.086,-0.036000000000000004,0.279,-0.019000000000000003,0.153,-0.01200000000000001,0.24,0.7021594070985101,0.3740365236092043,0.14049918769726524
22160660464,902106,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-02-28,2022-03-31,0,312.10609908289683,97.0,38.02745436251258,2.0,1.25,0.0,2020-11-30,2021-01-31,2.0,14.0,2.5,1.25,2020-11-30,2021-01-31,2.0,14.0,2.5,1.25,8.207388696272309,0,6.5281,5.9875,6.4094,3.0838,2.8709,2.3396,2022-02-28,0.09,0.019,-0.066,-0.07200000000000001,-0.24600000000000002,-0.098,-0.29800000000000004,-0.027000000000000003,-0.06,0.0,-0.20460694118642392,-0.27047441987005616,-0.2190695192843654
22160662478,737846,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-02-28,2021-11-30,0,64.29999999999998,17.0,46.04404607897493,14.0,1.5433333333333334,0.7065883267448335,2021-09-30,2021-11-30,2.0,0.0,4.3,2.15,2018-09-30,2019-02-28,5.0,33.0,2.4,0.48,1.396488916063379,0,1.075,1.2286,1.1167,1.862,1.9425,1.9377,2022-02-28,-0.125,-0.037,0.1,0.0,0.875,0.234,0.9630000000000001,0.267,0.267,0.458,-0.23021229339194305,-0.12022216154543372,-0.2003516911914258
22160662486,746213,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-02-28,2021-04-30,0,49.30000000000001,37.0,39.01310088502844,6.0,0.782051282051282,0.4750255192286775,2020-09-30,2020-11-30,2.0,5.0,2.5,1.25,2019-08-31,2020-09-30,13.0,7.0,1.2,0.09,1.2636780692026262,1,0.0,0.0,0.1667,0.0,0.0,0.3727,2022-02-28,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607,-1.0,-1.0,-0.8680834905165468
22160662494,744183,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,217.36908621173865,108.0,50.93942380747038,7.0,1.1597222222222223,0.1487927239194107,2019-12-31,2020-03-31,3.0,24.0,2.5,0.83,2018-01-31,2018-05-31,4.0,46.0,4.7,1.18,4.2672073997794415,0,9.0622,9.107,8.6541,1.4796,1.7502,1.792,2022-02-28,-0.005,0.047,0.052,0.054,0.08399999999999999,0.0049999999999999975,0.003999999999999997,-0.054,-0.08800000000000001,0.128,1.123683981347707,1.1341826508059372,1.0280476642516374
22160662502,744042,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-02-28,0,89.9720818690377,24.0,49.92092240087065,14.0,1.618690476190476,0.5895546404162053,2021-11-30,2022-02-28,3.0,0.0,4.8,1.6,2020-02-29,2020-07-31,5.0,19.0,4.8,0.96,1.8022920559550504,0,2.268,1.7674,1.3893,2.2757,2.081,1.9897,2022-02-28,0.283,0.632,0.272,0.24599999999999997,-0.11400000000000005,0.471,0.147,0.15200000000000002,0.268,0.364,0.25839760126899447,-0.019359823420272853,-0.22914824186815952
22160662528,742114,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,475.10199466270274,129.0,50.93942380747038,0.0,12.0201,2.5336,9999-99-99,9999-99-99,0.0,0.0,12.0201,12.0201,9999-99-99,9999-99-99,0.0,0.0,12.0201,12.0201,9.32680346873158,0,12.0201,12.4544,11.815,2.5336,2.3496,2.2927,2022-02-28,-0.035,0.017,0.054,0.028999999999999998,0.075,0.035,0.143,0.0049999999999999975,0.067,0.211,0.28876951683369184,0.3353342376896642,0.2667791317368466
22160662536,744193,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-02-28,0,286.5647428179213,123.0,49.92092240087065,1.0,1.25,0.0,2021-07-31,2021-09-30,2.0,5.0,2.5,1.25,2021-07-31,2021-09-30,2.0,5.0,2.5,1.25,5.740373555535974,0,7.1662,5.1378,4.4137,1.6815,2.7733,2.3952,2022-02-28,0.395,0.624,0.164,0.025000000000000022,-0.05499999999999999,0.10099999999999998,0.045999999999999985,0.053000000000000005,0.08000000000000002,0.0,0.24838565481317323,-0.10497113989295274,-0.23111275646103888
22160663112,827717,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-08-31,2020-10-31,0,11.1,10.0,27.021068194418778,2.0,0.1078431372549019,0.0254901960784313,2020-01-31,2020-10-31,9.0,0.0,1.2,0.13,2018-08-31,2020-01-31,17.0,9.0,1.4,0.08,0.4107905697929704,1,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,-1.0,-1.0,-1.0
22160663120,852300,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-10-31,2021-11-30,0,16.274462184315254,7.0,37.99459947842872,6.0,0.5177083333333333,0.2360572344576942,2021-07-31,2021-11-30,4.0,0.0,2.0,0.5,2019-01-31,2020-05-31,16.0,18.0,2.5,0.16,0.4283361953467891,0,0.5936,0.3392,0.3645,1.0282,0.8309,0.8187,2022-02-28,0.75,0.629,-0.069,0.8,0.7999999999999999,0.512,0.512,-0.245,-0.245,0.456,0.38582731613285737,-0.2080986764955101,-0.14903292329779905
22160664631,740698,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-03-31,2021-12-31,0,92.62295630039796,63.0,46.04404607897493,10.0,1.3983333333333332,0.3022554107593995,2021-08-31,2021-10-31,2.0,2.0,4.0,2.0,2020-10-31,2021-01-31,3.0,11.0,2.5,0.83,2.0116163584219056,0,2.5057,2.3747,2.1936,3.1023,2.5884,2.0212,2022-02-28,0.055,0.142,0.083,-0.164,-0.28500000000000003,-0.29700000000000004,-0.46599999999999997,-0.09699999999999999,-0.11999999999999997,0.216,0.24561524343821628,0.18049348229745457,0.09046637586545524
22160664649,731592,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2017-12-31,2022-03-31,0,66.06949106957448,64.0,51.9579252140701,12.0,0.9208154061438416,0.3239550500442486,2021-12-31,2022-03-31,3.0,0.0,2.85,0.95,2020-09-30,2021-12-31,15.0,3.0,3.5,0.23,1.271596023077592,1,0.9623,0.9785,0.9458,1.1634,0.8797,0.6853,2022-02-28,-0.017,0.017,0.035,-0.098,0.047000000000000014,-0.16099999999999998,-0.023999999999999966,-0.05499999999999999,-0.073,0.352,-0.24323450015911138,-0.23049460501474645,-0.2562103192876313
22160664656,739241,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-04-30,2021-12-31,0,57.3987092423566,43.0,45.058399556459065,10.0,0.7757142857142857,0.362660239038679,2021-10-31,2021-12-31,2.0,0.0,2.0,1.0,2019-07-31,2020-05-31,10.0,19.0,2.0,0.2,1.2738736796551082,0,1.6747,1.5998,1.3916,2.3589,1.9202,1.534,2022-02-28,0.047,0.203,0.15,-0.201,-0.338,-0.23099999999999998,-0.37300000000000005,0.0010000000000000009,0.015000000000000013,0.468,0.3146515441416551,0.2558545054743057,0.09241600813729446
22160664664,739234,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-01-31,0,48.07337881613206,27.0,49.00098564652252,11.0,0.7047727272727272,0.4989742117621642,2021-08-31,2022-01-31,5.0,0.0,2.5,0.5,2020-07-31,2021-03-31,8.0,10.0,2.5,0.31,0.9810696291482396,1,0.5933,0.6962,0.6144,1.0277,1.1013,1.0647,2022-02-28,-0.148,-0.034,0.133,0.0,-0.852,0.0,-0.966,0.0,-0.276,0.708,-0.3952518940830932,-0.2903663722579631,-0.3737447559828966
22160664672,732257,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2017-12-31,2021-12-31,0,227.91024350099235,255.0,49.00098564652252,2.0,0.4583333333333333,0.0916666666666666,2019-10-31,2019-12-31,2.0,24.0,1.1,0.55,2019-07-31,2019-10-31,3.0,26.0,1.1,0.37,4.651135900511556,0,0.7526,3.93,4.4842,0.7809,4.0694,3.2025,2022-02-28,-0.808,-0.832,-0.124,-0.2450000000000001,0.06699999999999984,-0.267,0.14099999999999993,-0.121,0.008000000000000007,0.2,-0.8381900645136545,-0.15504511498626425,-0.03589142611231702
22160664680,740747,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2021-07-31,0,206.50000000000009,60.0,42.95568697509189,4.0,2.6,1.7266296649832007,2020-01-31,2020-09-30,8.0,10.0,2.4,0.3,2020-01-31,2020-09-30,8.0,10.0,2.4,0.3,4.807279653558802,1,0.0,0.0,1.9583,0.0,0.0,2.5614,2022-02-28,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-0.16500000000000004,0.12099999999999989,0.664,-1.0,-1.0,-0.5926386353350004
22160664698,740726,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-02-28,2021-11-30,0,66.3,19.0,46.04404607897493,13.0,1.2378571428571423,0.4761050106454408,2021-08-31,2021-10-31,2.0,1.0,2.5,1.25,2020-04-30,2020-11-30,7.0,12.0,4.6,0.66,1.439925585303298,0,1.2,1.7,2.3333,2.0785,2.0778,2.4143,2022-02-28,-0.294,-0.486,-0.271,-0.43599999999999994,-0.82,-0.493,-0.493,-0.15300000000000002,0.294,0.385,-0.16662360038054425,0.18061656612756233,0.6204309610267301
22160664706,736674,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,607.9495260464004,131.0,50.93942380747038,2.0,4.7,0.0,2018-12-31,2019-02-28,2.0,37.0,9.4,4.7,2018-12-31,2019-02-28,2.0,37.0,9.4,4.7,11.934754667508495,0,23.5939,23.3537,21.223,4.4794,3.4708,3.8701,2022-02-28,0.01,0.112,0.1,-0.052,-0.0010000000000000009,-0.06899999999999999,-0.04100000000000001,-0.012999999999999998,-0.04000000000000001,0.0,0.9769069961892628,0.9567809017121028,0.7782518862979295
22160666156,893066,RULINDO,residential,AMAJYARUGURU_RULINDO_BUYOGA,2019-01-31,2022-03-31,0,131.3549542004343,46.0,38.94739111686072,11.0,2.718333333333333,0.8197713095735908,2021-11-30,2022-02-28,3.0,1.0,8.4,2.8,2019-12-31,2020-03-31,3.0,24.0,4.8,1.6,3.3726252371129783,0,2.4572,3.0327,3.6191,3.4803,3.6836,3.8069,2022-02-28,-0.19,-0.321,-0.162,-0.14500000000000002,-0.14500000000000002,-0.03200000000000003,-0.16200000000000003,0.094,-0.04200000000000004,0.302,-0.2714280931778229,-0.10078950764300147,0.07308098159699712
22160666206,752353,RULINDO,nonresidential,AMAJYARUGURU_RULINDO_BUYOGA,2018-01-31,2022-03-31,0,155.15563572688353,86.0,50.93942380747038,2.0,0.55,0.0,2018-05-31,2019-01-31,8.0,38.0,4.4,0.55,2018-05-31,2019-01-31,8.0,38.0,4.4,0.55,3.0458851735996593,0,2.5847,2.7913,3.1532,0.5426,0.5375,0.6643,2022-02-28,-0.074,-0.18,-0.115,-0.038,-0.054,-0.077,-0.061,-0.045,-0.01199999999999999,0.0,-0.15141252782508066,-0.0835833129253483,0.035232722274134494
